Time,Forward Vector X,Forward Vector Y,Forward Vector Z
0.8486793,0,0,1
0.8514896,0,0,1
0.8545206,0,0,1
0.8571782,0,0,1
0.859987,0,0,1
0.8628788,0,0,1
0.8658949,0,0,1
0.8686844,0,0,1
0.8717957,0,0,1
0.8744814,0,0,1
0.8775205,0,0,1
0.880487,0,0,1
0.8835894,0,0,1
0.8865001,0,0,1
0.8893194,0,0,1
0.8919901,0,0,1
0.8947806,0,0,1
0.8979099,0,0,1
0.9007012,0,0,1
0.9035848,0,0,1
0.9064822,0,0,1
0.9092888,0,0,1
0.9122328,0,0,1
0.9153097,0,0,1
0.9240503,0,0,1
0.9252794,0,0,1
0.9265844,0,0,1
0.9295582,0,0,1
0.9305778,0,0,1
0.9326771,0,0,1
0.9358218,0,0,1
0.9384789,0,0,1
0.9412757,0,0,1
0.9441801,0,0,1
0.9470917,0,0,1
0.9500697,0,0,1
0.9529923,0,0,1
0.9559836,0,0,1
0.9586948,0,0,1
0.9615727,0,0,1
0.9646079,0,0,1
0.9674796,0,0,1
0.9703042,0,0,1
0.9730816,0,0,1
0.9758675,0,0,1
0.9788895,0,0,1
0.9818987,0,0,1
0.9846924,0,0,1
0.9873911,0,0,1
0.9901832,0,0,1
0.9930876,0,0,1
0.9961591,0,0,1
0.9990841,0,0,1
1.001771,0,0,1
1.004586,0,0,1
1.007472,0,0,1
1.010296,0,0,1
1.013276,0,0,1
1.016202,0,0,1
1.018986,0,0,1
1.02178,0,0,1
1.024875,0,0,1
1.027599,0,0,1
1.030435,0,0,1
1.033641,0,0,1
1.038058,0,0,1
1.039383,0,0,1
1.041885,0,0,1
1.04467,0,0,1
1.047911,0,0,1
1.050912,0,0,1
1.055133,0,0,1
1.056987,0,0,1
1.059402,0,0,1
1.062223,0,0,1
1.072861,0,0,1
1.082217,0,0,1
1.083732,0,0,1
1.085113,0,0,1
1.086718,0,0,1
1.088226,0,0,1
1.089712,0,0,1
1.090991,0,0,1
1.093896,0,0,1
1.096663,0,0,1
1.099383,0,0,1
1.102179,0,0,1
1.105094,0,0,1
1.107793,0,0,1
1.110592,0,0,1
1.113559,0,0,1
1.116506,0,0,1
1.119504,0,0,1
1.122181,0,0,1
1.125096,0,0,1
1.128005,0,0,1
1.131096,0,0,1
1.133783,0,0,1
1.136801,0,0,1
1.139711,0,0,1
1.14263,0,0,1
1.145429,0,0,1
1.148593,0,0,1
1.151338,0,0,1
1.154743,0,0,1
1.157422,0,0,1
1.160234,0,0,1
1.163137,0,0,1
1.16602,0,0,1
1.168602,0,0,1
1.171925,0,0,1
1.174333,0,0,1
1.177211,0,0,1
1.180177,0,0,1
1.183013,0,0,1
1.18594,0,0,1
1.188604,0,0,1
1.191728,0,0,1
1.194529,0,0,1
1.197802,0,0,1
1.200316,0,0,1
1.203005,0,0,1
1.2058,0,0,1
1.208732,0,0,1
1.21183,0,0,1
1.214967,0,0,1
1.217625,0,0,1
1.22066,0,0,1
1.223344,0,0,1
1.234522,0,0,1
1.236411,0,0,1
1.238116,0,0,1
1.239838,0,0,1
1.24131,0,0,1
1.242919,0,0,1
1.24453,0,0,1
1.246462,0,0,1
1.249711,0,0,1
1.252405,0,0,1
1.255335,0,0,1
1.257996,0,0,1
1.260913,0,0,1
1.26371,0,0,1
1.26672,0,0,1
1.269511,0,0,1
1.27241,0,0,1
1.275101,0,0,1
1.278026,0,0,1
1.281214,0,0,1
1.2839,0,0,1
1.286716,0,0,1
1.289523,0,0,1
1.292322,0,0,1
1.295314,0,0,1
1.298207,0,0,1
1.301025,0,0,1
1.30392,0,0,1
1.306718,0,0,1
1.309513,0,0,1
1.312572,0,0,1
1.315502,0,0,1
1.318218,0,0,1
1.321007,0,0,1
1.323948,0,0,1
1.326608,0,0,1
1.32948,0,0,1
1.332619,0,0,1
1.335326,0,0,1
1.338312,0,0,1
1.341013,0,0,1
1.343886,0,0,1
1.346827,0,0,1
1.349812,0,0,1
1.352505,0,0,1
1.355512,0,0,1
1.358343,0,0,1
1.36111,0,0,1
1.364252,0,0,1
1.367325,0,0,1
1.370049,0,0,1
1.372829,0,0,1
1.375418,0,0,1
1.386906,0,0,1
1.388937,0,0,1
1.390633,0,0,1
1.39212,0,0,1
1.393741,0,0,1
1.395303,0,0,1
1.396702,0,0,1
1.399123,0,0,1
1.402007,0,0,1
1.404593,0,0,1
1.407608,0,0,1
1.410416,0,0,1
1.41334,0,0,1
1.416423,0,0,1
1.419201,0,0,1
1.422028,0,0,1
1.424801,0,0,1
1.427605,0,0,1
1.430606,0,0,1
1.433522,0,0,1
1.436417,0,0,1
1.439202,0,0,1
1.441998,0,0,1
1.445026,0,0,1
1.447947,0,0,1
1.450705,0,0,1
1.453615,0,0,1
1.456532,0,0,1
1.45931,0,0,1
1.462248,0,0,1
1.465212,0,0,1
1.46814,0,0,1
1.470812,0,0,1
1.473601,0,0,1
1.476615,0,0,1
1.479422,0,0,1
1.482415,0,0,1
1.485215,0,0,1
1.488013,0,0,1
1.490941,0,0,1
1.493915,0,0,1
1.496686,0,0,1
1.499713,0,0,1
1.502528,0,0,1
1.505329,0,0,1
1.508104,0,0,1
1.511017,0,0,1
1.514116,0,0,1
1.516993,0,0,1
1.519815,0,0,1
1.522528,0,0,1
1.525561,0,0,1
1.536525,0,0,1
1.538315,0,0,1
1.539811,0,0,1
1.5413,0,0,1
1.543002,0,0,1
1.544504,0,0,1
1.545929,0,0,1
1.549564,0,0,1
1.551392,0,0,1
1.554194,0,0,1
1.5571,0,0,1
1.55993,0,0,1
1.5628,0,0,1
1.565917,0,0,1
1.568699,0,0,1
1.571726,0,0,1
1.574397,0,0,1
1.577203,0,0,1
1.580097,0,0,1
1.583134,0,0,1
1.585913,0,0,1
1.588797,0,0,1
1.591502,0,0,1
1.594421,0,0,1
1.597421,0,0,1
1.600295,0,0,1
1.603317,0,0,1
1.606234,0,0,1
1.609027,0,0,1
1.611807,0,0,1
1.614947,0,0,1
1.61754,0,0,1
1.620407,0,0,1
1.623309,0,0,1
1.626315,0,0,1
1.629136,0,0,1
1.632609,0,0,1
1.635016,0,0,1
1.637714,0,0,1
1.640641,0,0,1
1.643303,0,0,1
1.64624,0,0,1
1.649323,0,0,1
1.652148,0,0,1
1.655111,0,0,1
1.657714,0,0,1
1.660615,0,0,1
1.663494,0,0,1
1.666412,0,0,1
1.669439,0,0,1
1.672114,0,0,1
1.674934,0,0,1
1.677813,0,0,1
1.688622,0,0,1
1.690419,0,0,1
1.691996,0,0,1
1.69351,0,0,1
1.694915,0,0,1
1.696409,0,0,1
1.697992,0,0,1
1.700917,0,0,1
1.703612,0,0,1
1.706499,0,0,1
1.709401,0,0,1
1.712355,0,0,1
1.716045,0,0,1
1.718306,0,0,1
1.721108,0,0,1
1.72406,0,0,1
1.726805,0,0,1
1.729578,0,0,1
1.732704,0,0,1
1.735619,0,0,1
1.738307,0,0,1
1.741195,0,0,1
1.744111,0,0,1
1.74687,0,0,1
1.749803,0,0,1
1.752709,0,0,1
1.755515,0,0,1
1.758326,0,0,1
1.761312,0,0,1
1.764369,0,0,1
1.767201,0,0,1
1.77003,0,0,1
1.772928,0,0,1
1.775915,0,0,1
1.77894,0,0,1
1.781648,0,0,1
1.784404,0,0,1
1.787326,0,0,1
1.79,0,0,1
1.792829,0,0,1
1.795777,0,0,1
1.799562,0,0,1
1.801713,0,0,1
1.804648,0,0,1
1.807415,0,0,1
1.810103,0,0,1
1.813094,0,0,1
1.816148,0,0,1
1.819058,0,0,1
1.821919,0,0,1
1.824817,0,0,1
1.828075,0,0,1
1.838651,0,0,1
1.840217,0,0,1
1.841911,0,0,1
1.84352,0,0,1
1.845115,0,0,1
1.846565,0,0,1
1.847901,0,0,1
1.850622,0,0,1
1.853502,0,0,1
1.856296,0,0,1
1.859094,0,0,1
1.862005,0,0,1
1.865198,0,0,1
1.868,0,0,1
1.8708,0,0,1
1.873608,0,0,1
1.876494,0,0,1
1.8795,0,0,1
1.882397,0,0,1
1.885919,0,0,1
1.888211,0,0,1
1.89092,0,0,1
1.893877,0,0,1
1.896854,0,0,1
1.899903,0,0,1
1.902605,0,0,1
1.905415,0,0,1
1.908232,0,0,1
1.911113,0,0,1
1.914204,0,0,1
1.917114,0,0,1
1.920053,0,0,1
1.922912,0,0,1
1.925726,0,0,1
1.928517,0,0,1
1.93148,0,0,1
1.934501,0,0,1
1.937317,0,0,1
1.94033,0,0,1
1.942937,0,0,1
1.945881,0,0,1
1.948915,0,0,1
1.951717,0,0,1
1.954532,0,0,1
1.957424,0,0,1
1.960215,0,0,1
1.96302,0,0,1
1.966788,0,0,1
1.968918,0,0,1
1.971814,0,0,1
1.974626,0,0,1
1.977427,0,0,1
1.980409,0,0,1
1.991439,0,0,1
1.993123,0,0,1
1.994725,0,0,1
1.996317,0,0,1
1.997794,0,0,1
1.999201,0,0,1
2.00071,0,0,1
2.003332,0,0,1
2.006096,0,0,1
2.009017,0,0,1
2.012261,0,0,1
2.015237,0,0,1
2.01801,0,0,1
2.020931,0,0,1
2.02371,0,0,1
2.026514,0,0,1
2.029338,0,0,1
2.032514,0,0,1
2.035304,0,0,1
2.038132,0,0,1
2.040995,0,0,1
2.043885,0,0,1
2.0467,0,0,1
2.050314,0,0,1
2.052599,0,0,1
2.055816,0,0,1
2.058515,0,0,1
2.061338,0,0,1
2.064246,0,0,1
2.074172,0,0,1
2.07628,0,0,1
2.077797,0,0,1
2.079159,0,0,1
2.080495,0,0,1
2.082083,0,0,1
2.084224,0,0,1
2.086992,0,0,1
2.090132,0,0,1
2.092594,0,0,1
2.09562,0,0,1
2.098596,0,0,1
2.101632,0,0,1
2.104339,0,0,1
2.107113,0,0,1
2.110015,0,0,1
2.112756,0,0,1
2.115824,0,0,1
2.118729,0,0,1
2.124745,0,0,1
2.132159,0,0,1
2.13844,0,0,1
2.147889,0,0,1
2.149102,0,0,1
2.1503,0,0,1
2.151384,0,0,1
2.152374,0,0,1
2.153387,0,0,1
2.156326,0,0,1
2.158995,0,0,1
2.162246,0,0,1
2.165118,0,0,1
2.167894,0,0,1
2.1709,0,0,1
2.173596,0,0,1
2.176501,0,0,1
2.179296,0,0,1
2.182457,0,0,1
2.185287,0,0,1
2.188133,0,0,1
2.190886,0,0,1
2.193965,0,0,1
2.19658,0,0,1
2.199586,0,0,1
2.202442,0,0,1
2.205334,0,0,1
2.208091,0,0,1
2.211145,0,0,1
2.214035,0,0,1
2.217319,0,0,1
2.219934,0,0,1
2.222715,0,0,1
2.225498,0,0,1
2.228469,0,0,1
2.231452,0,0,1
2.234303,0,0,1
2.237129,0,0,1
2.246927,0,0,1
2.2484,0,0,1
2.249596,0,0,1
2.25144,0,0,1
2.252702,0,0,1
2.254287,0,0,1
2.2572,0,0,1
2.260131,0,0,1
2.262995,0,0,1
2.26609,0,0,1
2.268857,0,0,1
2.271689,0,0,1
2.274604,0,0,1
2.277519,0,0,1
2.28032,0,0,1
2.283509,0,0,1
2.292815,0,0,1
2.294078,0,0,1
2.295441,0,0,1
2.297798,0,0,1
2.298988,0,0,1
2.301328,0,0,1
2.303748,0,0,1
2.306489,0,0,1
2.309325,0,0,1
2.312212,0,0,1
2.315306,0,0,1
2.318171,0,0,1
2.321,0,0,1
2.323856,0,0,1
2.326822,0,0,1
2.329569,0,0,1
2.332729,0,0,1
2.335695,0,0,1
2.338325,0,0,1
2.341271,0,0,1
2.344098,0,0,1
2.346886,0,0,1
2.350078,0,0,1
2.352911,0,0,1
2.355876,0,0,1
2.358492,0,0,1
2.361411,0,0,1
2.364621,0,0,1
2.367303,0,0,1
2.370204,0,0,1
2.373061,0,0,1
2.375905,0,0,1
2.378896,0,0,1
2.381754,0,0,1
2.385089,0,0,1
2.387395,0,0,1
2.39028,0,0,1
2.393202,0,0,1
2.396064,0,0,1
2.399228,0,0,1
2.402012,0,0,1
2.405023,0,0,1
2.418601,0,0,1
2.420196,0,0,1
2.421855,0,0,1
2.423232,0,0,1
2.424503,0,0,1
2.425703,0,0,1
2.427108,0,0,1
2.430158,0,0,1
2.433121,0,0,1
2.436079,0,0,1
2.446624,0,0,1
2.449106,-0.003054322,0,0.9999954
2.450411,-0.003054322,0,0.9999954
2.451598,-0.003054322,0,0.9999954
2.453478,-0.003054322,0,0.9999954
2.454694,-0.003054322,0,0.9999954
2.456084,-0.003054322,0,0.9999954
2.459113,-0.003054322,0,0.9999954
2.464475,-0.003054322,0,0.9999954
2.472743,-0.005017802,0,0.9999874
2.474,-0.005017802,0,0.9999874
2.47511,-0.005017802,0,0.9999874
2.476294,-0.005017802,0,0.9999874
2.477399,-0.005017802,0,0.9999874
2.480729,-0.005017802,0,0.9999874
2.482392,-0.005017802,0,0.9999874
2.485301,-0.005017802,0,0.9999874
2.488184,-0.005017802,0,0.9999874
2.491098,-0.005017802,0,0.9999874
2.493878,-0.005017802,0,0.9999874
2.496844,-0.005017802,0,0.9999874
2.499987,-0.005017802,0,0.9999874
2.502791,-0.005017802,0,0.9999874
2.505703,-0.005017802,0,0.9999874
2.50852,-0.005017802,0,0.9999874
2.511378,-0.005017802,0,0.9999874
2.514583,-0.005017802,0,0.9999874
2.517394,-0.005017802,0,0.9999874
2.520207,-0.005017802,0,0.9999874
2.523082,-0.005017802,0,0.9999874
2.525892,-0.005017802,0,0.9999874
2.528888,-0.005017802,0,0.9999874
2.531797,-0.005017802,0,0.9999874
2.534678,-0.005017802,0,0.9999874
2.537598,-0.005017802,0,0.9999874
2.540392,-0.005017802,0,0.9999874
2.543408,-0.005017802,0,0.9999874
2.546179,-0.005017802,0,0.9999874
2.54929,-0.005017802,0,0.9999874
2.551992,-0.005017802,0,0.9999874
2.555251,-0.005017802,0,0.9999874
2.557802,-0.005017802,0,0.9999874
2.560704,-0.005017802,0,0.9999874
2.563584,-0.005017802,0,0.9999874
2.566619,-0.005017802,0,0.9999874
2.569293,-0.005017802,0,0.9999874
2.5723,-0.005017802,0,0.9999874
2.575101,-0.005017802,0,0.9999874
2.578016,-0.005017802,0,0.9999874
2.581088,-0.005017802,0,0.9999874
2.583902,-0.005017802,0,0.9999874
2.586781,-0.005017802,0,0.9999874
2.598025,-0.005017802,0,0.9999874
2.599412,-0.005017802,0,0.9999874
2.600719,-0.005017802,0,0.9999874
2.601994,-0.005017802,0,0.9999874
2.603188,-0.005017802,0,0.9999874
2.604392,-0.005017802,0,0.9999874
2.607097,-0.005017802,0,0.9999874
2.609912,-0.005017802,0,0.9999874
2.612797,-0.005017802,0,0.9999874
2.615891,-0.005017802,0,0.9999874
2.618801,-0.005017802,0,0.9999874
2.62161,-0.005017802,0,0.9999874
2.624417,-0.005017802,0,0.9999874
2.627301,-0.005017802,0,0.9999874
2.630199,-0.005017802,0,0.9999874
2.633409,-0.005017802,0,0.9999874
2.636195,-0.005017802,0,0.9999874
2.63947,-0.005017802,0,0.9999874
2.641892,-0.005017802,0,0.9999874
2.644907,-0.005017802,0,0.9999874
2.647856,-0.005017802,0,0.9999874
2.650705,-0.005017802,0,0.9999874
2.653504,-0.005017802,0,0.9999874
2.656418,-0.005017802,0,0.9999874
2.659199,-0.005017802,0,0.9999874
2.66223,-0.005017802,0,0.9999874
2.665301,-0.005017802,0,0.9999874
2.668136,-0.005017802,0,0.9999874
2.670909,-0.005017802,0,0.9999874
2.6738,-0.005017802,0,0.9999874
2.676705,-0.005017802,0,0.9999874
2.679524,-0.005017802,0,0.9999874
2.682717,-0.005017802,0,0.9999874
2.685414,-0.005017802,0,0.9999874
2.68826,-0.005017802,0,0.9999874
2.69123,-0.005017802,0,0.9999874
2.694005,-0.005017802,0,0.9999874
2.697815,-0.005017802,0,0.9999874
2.708157,-0.005017802,0,0.9999874
2.709813,-0.005017802,0,0.9999874
2.711276,-0.005017802,0,0.9999874
2.712651,-0.005017802,0,0.9999874
2.714008,-0.005017802,0,0.9999874
2.715308,-0.005017802,0,0.9999874
2.717102,-0.005017802,0,0.9999874
2.720679,-0.005017802,0,0.9999874
2.723008,-0.005017802,0,0.9999874
2.725811,-0.005017802,0,0.9999874
2.73051,-0.005017802,0,0.9999874
2.731825,-0.005017802,0,0.9999874
2.734827,-0.005017802,0,0.9999874
2.738187,-0.005017802,0,0.9999874
2.748105,-0.005017802,0,0.9999874
2.74964,-0.005017802,0,0.9999874
2.750896,-0.005017802,0,0.9999874
2.752131,-0.005017802,0,0.9999874
2.753278,-0.005017802,0,0.9999874
2.754904,-0.005017802,0,0.9999874
2.757792,-0.005017802,0,0.9999874
2.760653,-0.005017802,0,0.9999874
2.763585,-0.005017802,0,0.9999874
2.766599,-0.005017802,0,0.9999874
2.7696,-0.005017802,0,0.9999874
2.772419,-0.005017802,0,0.9999874
2.775185,-0.005017802,0,0.9999874
2.778162,-0.005017802,0,0.9999874
2.781199,-0.005017802,0,0.9999874
2.784202,-0.005017802,0,0.9999874
2.786891,-0.005017802,0,0.9999874
2.789696,-0.005017802,0,0.9999874
2.792825,-0.005017802,0,0.9999874
2.795465,-0.005017802,0,0.9999874
2.798607,-0.005017802,0,0.9999874
2.801491,-0.005017802,0,0.9999874
2.804618,-0.005017802,0,0.9999874
2.80722,-0.005017802,0,0.9999874
2.810039,-0.005017802,0,0.9999874
2.812762,-0.005017802,0,0.9999874
2.815983,-0.005017802,0,0.9999874
2.818755,-0.001745329,0,0.9999985
2.8215,-0.001745329,0,0.9999985
2.824673,-0.001745329,0,0.9999985
2.82729,0.0002181659,0,1
2.830147,0.0002181659,0,1
2.833194,0.0002181659,0,1
2.836115,0.003708816,0,0.9999931
2.8389,0.003708816,0,0.9999931
2.842153,0.003708816,0,0.9999931
2.851769,0.009817319,0,0.9999518
2.859839,0.01461661,0,0.9998932
2.868632,0.01897932,0,0.9998199
2.875889,0.02377787,0,0.9997173
2.884654,0.0283578,0,0.9995978
2.890075,0.03032045,0,0.9995402
2.894408,0.03446343,0,0.999406
2.895397,0.03446343,0,0.999406
2.8964,0.03446343,0,0.999406
2.897465,0.03446343,0,0.999406
2.898381,0.0379518,0,0.9992796
2.899702,0.0379518,0,0.9992796
2.902401,0.0379518,0,0.9992796
2.905411,0.0379518,0,0.9992796
2.90818,0.04122173,0,0.99915
2.911082,0.04122173,0,0.99915
2.914111,0.04122173,0,0.99915
2.91716,0.04122173,0,0.99915
2.920097,0.04383735,0,0.9990387
2.922916,0.04383735,0,0.9990387
2.925702,0.04383735,0,0.9990387
2.928481,0.04383735,0,0.9990387
2.931701,0.04383735,0,0.9990387
2.934586,0.04383735,0,0.9990387
2.937289,0.04383735,0,0.9990387
2.940292,0.04383735,0,0.9990387
2.943185,0.04383735,0,0.9990387
2.946119,0.04383735,0,0.9990387
2.949215,0.04383735,0,0.9990387
2.951988,0.04383735,0,0.9990387
2.954788,0.04383735,0,0.9990387
2.957688,0.04383735,0,0.9990387
2.960714,0.04383735,0,0.9990387
2.963478,0.04383735,0,0.9990387
2.96648,0.04383735,0,0.9990387
2.969276,0.04383735,0,0.9990387
2.972785,0.04383735,0,0.9990387
2.975196,0.04383735,0,0.9990387
2.978089,0.04383735,0,0.9990387
2.98119,0.04383735,0,0.9990387
2.984018,0.04383735,0,0.9990387
2.986794,0.04383735,0,0.9990387
2.989803,0.04383735,0,0.9990387
2.992597,0.04383735,0,0.9990387
2.995504,0.04383735,0,0.9990387
2.998505,0.04383735,0,0.9990387
3.001298,0.04383735,0,0.9990387
3.004201,0.04383735,0,0.9990387
3.007109,0.04383735,0,0.9990387
3.009989,0.04383735,0,0.9990387
3.012799,0.04383735,0,0.9990387
3.016005,0.04383735,0,0.9990387
3.018918,0.04383735,0,0.9990387
3.021594,0.04383735,0,0.9990387
3.024497,0.04383735,0,0.9990387
3.027524,0.04383735,0,0.9990387
3.030373,0.04383735,0,0.9990387
3.035702,0.04383735,0,0.9990387
3.039095,0.04383735,0,0.9990387
3.042121,0.04383735,0,0.9990387
3.050017,0.04383735,0,0.9990387
3.051411,0.04383735,0,0.9990387
3.05272,0.04383735,0,0.9990387
3.054583,0.04383735,0,0.9990387
3.055904,0.04383735,0,0.9990387
3.0572,0.04383735,0,0.9990387
3.059586,0.04383735,0,0.9990387
3.062432,0.04383735,0,0.9990387
3.065621,0.04383735,0,0.9990387
3.068503,0.04383735,0,0.9990387
3.071292,0.04383735,0,0.9990387
3.074201,0.04383735,0,0.9990387
3.077114,0.04383735,0,0.9990387
3.080004,0.04383735,0,0.9990387
3.083098,0.04383735,0,0.9990387
3.085999,0.04383735,0,0.9990387
3.088829,0.04383735,0,0.9990387
3.091712,0.04383735,0,0.9990387
3.094488,0.04383735,0,0.9990387
3.097777,0.04383735,0,0.9990387
3.100521,0.04383735,0,0.9990387
3.103413,0.04383735,0,0.9990387
3.106198,0.04383735,0,0.9990387
3.109105,0.04383735,0,0.9990387
3.112297,0.04383735,0,0.9990387
3.115111,0.04383735,0,0.9990387
3.117992,0.04383735,0,0.9990387
3.120802,0.04383735,0,0.9990387
3.123822,0.04383735,0,0.9990387
3.126616,0.04383735,0,0.9990387
3.12946,0.04383735,0,0.9990387
3.132614,0.04383735,0,0.9990387
3.135516,0.04383735,0,0.9990387
3.139062,0.04383735,0,0.9990387
3.141269,0.04383735,0,0.9990387
3.143991,0.04383735,0,0.9990387
3.146917,0.04383735,0,0.9990387
3.150081,0.04383735,0,0.9990387
3.152806,0.04623475,0,0.9989306
3.155681,0.04623475,0,0.9989306
3.158637,0.04819605,0,0.9988379
3.161407,0.04819605,0,0.9988379
3.164642,0.04819605,0,0.9988379
3.16742,0.05081083,0,0.9987083
3.170544,0.05081083,0,0.9987083
3.173248,0.05081083,0,0.9987083
3.176021,0.05386097,0,0.9985484
3.178933,0.05386097,0,0.9985484
3.182043,0.05386097,0,0.9985484
3.184822,0.05647498,0,0.998404
3.187753,0.05647498,0,0.998404
